m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection
356,India,Unknown,01213,Cauliflowers and broccoli,2006,2.31,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,2.27,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,1.06,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,4.62,0.0,Farm,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,1.73,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,3.24,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,1.57,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,0.77,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,2.0,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,3.14,0.0,Transportation,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01234,Tomatoes,2006,2.66,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01242,"Peas, green",2006,2.44,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01242,"Peas, green",2006,1.08,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01242,"Peas, green",2006,1.18,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01242,"Peas, green",2006,3.3,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01242,"Peas, green",2006,3.46,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01242,"Peas, green",2006,0.5,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01242,"Peas, green",2006,0.3,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01242,"Peas, green",2006,0.23,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01242,"Peas, green",2006,1.32,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,0.14,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,2.67,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,0.09,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,1.64,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,2.19,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,2.7,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,0.44,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,2.57,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,0.23,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01253.01,"Onions and shallots, green",2006,2.18,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01270,Mushrooms and truffles,2006,2.0,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01270,Mushrooms and truffles,2006,1.37,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01270,Mushrooms and truffles,2006,1.77,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01270,Mushrooms and truffles,2006,1.64,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01270,Mushrooms and truffles,2006,1.73,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01270,Mushrooms and truffles,2006,4.26,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,1.14,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,0.44,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,1.6,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,0.93,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,0.26,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,2.44,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,1.33,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,2.39,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,3.34,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01312,Bananas,2006,0.36,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,4.64,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,0.68,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,3.79,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,4.36,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,2.8,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,1.5,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,0.94,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,0.51,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,4.11,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,2.77,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,2.5,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,2.1,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,1.2,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,2.53,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,5.71,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,5.91,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,0.87,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01316,"Mangoes, guavas and mangosteens",2006,2.67,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01317,Papayas,2006,1.45,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01317,Papayas,2006,1.97,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01317,Papayas,2006,0.23,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01317,Papayas,2006,2.39,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01317,Papayas,2006,2.28,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01317,Papayas,2006,0.03,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01317,Papayas,2006,0.28,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01319,"Other tropical and subtropical fruits, n.e.c.",2006,0.08,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01319,"Other tropical and subtropical fruits, n.e.c.",2006,1.06,0.0,Transportation,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01319,"Other tropical and subtropical fruits, n.e.c.",2006,0.84,0.0,Farm,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01319,"Other tropical and subtropical fruits, n.e.c.",2006,0.23,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01319,"Other tropical and subtropical fruits, n.e.c.",2006,1.53,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01319,"Other tropical and subtropical fruits, n.e.c.",2006,1.71,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01319,"Other tropical and subtropical fruits, n.e.c.",2006,1.74,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01319,"Other tropical and subtropical fruits, n.e.c.",2006,1.43,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,1.3,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,2.29,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,0.21,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,0.35,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,0.92,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,1.94,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,1.28,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,1.79,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,0.179,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01329,"Other citrus fruit, n.e.c.",2006,0.48,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01330,Grapes,2006,1.61,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01330,Grapes,2006,2.69,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01330,Grapes,2006,1.93,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01330,Grapes,2006,0.24,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01330,Grapes,2006,2.17,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01330,Grapes,2006,0.26,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01330,Grapes,2006,3.21,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01330,Grapes,2006,5.54,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01330,Grapes,2006,0.94,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,0.42,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,2.26,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,1.7,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,1.1,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,0.99,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,1.47,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,4.79,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,1.19,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,4.56,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01341,Apples,2006,0.1,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01372,"Cashew nuts, in shell",2006,0.21,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01372,"Cashew nuts, in shell",2006,0.24,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01372,"Cashew nuts, in shell",2006,0.14,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01372,"Cashew nuts, in shell",2006,0.16,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01372,"Cashew nuts, in shell",2006,0.22,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01372,"Cashew nuts, in shell",2006,0.36,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01372,"Cashew nuts, in shell",2006,0.01,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01372,"Cashew nuts, in shell",2006,0.13,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01372,"Cashew nuts, in shell",2006,0.37,0.0,Threshing,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,0.41,0.0,"Cleaning, Winnowing",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,3.32,0.0,Threshing,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,0.19,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,0.06,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,0.16,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,1.85,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,1.53,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,1.24,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,1.9,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,0.39,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,0.74,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01379.01,Areca nuts,2006,0.19,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,1.24,0.0,Threshing,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.17,0.0,Transportation,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,3.14,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.08,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.83,0.0,Farm,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.14,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.22,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.42,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.46,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.49,0.0,"Cleaning, Winnowing",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.49,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0141,Soya beans,2006,0.01,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,0.56,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,0.01,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,0.1,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,0.68,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,1.22,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,1.61,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,2.72,0.0,Threshing,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,4.79,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,0.2,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,0.76,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,0.28,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0142,"Groundnuts, excluding shelled",2006,0.34,0.0,"Cleaning, Winnowing",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.59,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.38,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.11,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.88,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.86,0.0,"Cleaning, Winnowing",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.88,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.56,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.06,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.24,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.06,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.26,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,0143,Cottonseed,2006,0.25,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,0.37,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,0.21,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,4.54,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,1.09,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,0.28,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,0.23,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,0.24,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,0.26,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,0.33,0.0,"Cleaning, Winnowing",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,0.42,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,0.78,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01442,Mustard seed,2006,1.78,0.0,Threshing,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,0.24,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,0.13,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,0.11,0.0,Transportation,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,0.52,0.0,"Cleaning, Winnowing",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,1.08,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,2.22,0.0,Farm,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,0.31,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,0.12,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,0.47,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,0.54,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,0.89,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01445,Sunflower seed,2006,1.31,0.0,Threshing,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.08,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.62,0.0,Farm,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.52,0.0,"Cleaning, Winnowing",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.73,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.02,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.33,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.47,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.33,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.52,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,1.06,0.0,Threshing,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01446,Safflower seed,2006,0.07,0.0,Transportation,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,0.66,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,1.36,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,1.94,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,1.57,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,0.22,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,1.08,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,2.09,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,0.17,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,0.21,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,0.13,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01460,"Coconuts, in shell",2006,1.37,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,0.1,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,0.43,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,0.69,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,0.54,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,1.36,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,2.41,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,3.18,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,3.88,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,2.23,0.0,"Grading, Sorting",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,3.18,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01510,Potatoes,2006,3.87,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.28,0.0,Storage,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.16,0.0,Collection,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.46,0.0,Threshing,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.71,0.0,Harvesting,Harvest,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.24,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.31,0.0,Transportation,Transport,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.83,0.0,"Cleaning, Winnowing",Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.92,0.0,Drying,Farm,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.03,0.0,Processing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.5,0.0,Retailing,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01651,"Pepper (<i>Piper</i> spp.), raw",2006,0.57,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw",2006,1.78,0.0,Wholesale,Storage,UNK,UNK,0.0,Survey
356,India,Unknown,01652,"Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw",2006,0.12,0.0,Packaging,Farm,UNK,UNK,0.0,Survey
